split,instance_id,sub_string
train,numpy__numpy-13948,"Quickstart guide recommends np.set_printoptions(threshold=np.nan), which fails
We should update [thi"
train,numpy__numpy-13976,"MAINT: remove numpy/tools/test-installed-numpy.py ?
Looking at Matti's modifications in #13482, I do"
train,numpy__numpy-13979,"high-level documentation for __array_function__ missing
This was noted in the tracking issue (gh-120"
train,numpy__numpy-13999,"high-level documentation for __array_function__ missing
This was noted in the tracking issue (gh-120"
train,numpy__numpy-14051,"ENH: expand_dims by multiple dimensions
_Background_: Quite frequently I would like ([and others](ht"
train,numpy__numpy-14058,"high-level documentation for __array_function__ missing
This was noted in the tracking issue (gh-120"
train,numpy__numpy-14068,"MAINT, TST: bump OpenBLAS for exotic archs
Mostly a reminder to myself to rebuild and generate new l"
train,numpy__numpy-14070,"Warning expected for re-writing array to already open file
Hello,

I am using Numpy v1.14 on Mac O"
train,numpy__numpy-14074,"NumPy 1.17 RC fails to compile with Intel C Compile 2016
<!-- Please describe the issue in detail he"
train,numpy__numpy-14081,"NumPy 1.17 RC fails to compile with Intel C Compile 2016
<!-- Please describe the issue in detail he"
train,numpy__numpy-14124,"SyntaxWarning with Python 3.8
```
>>> import sys, numpy; print(numpy.__version__, sys.version)
C:\"
train,numpy__numpy-14129,"SyntaxWarning with Python 3.8
```
>>> import sys, numpy; print(numpy.__version__, sys.version)
C:\"
train,numpy__numpy-14145,"Inconsistency of np.clip with MaskedArray when using output argument
### Reproducing code example:
"
train,numpy__numpy-14207,"Wrong capitalization on bitgenerator MT19937
Wrong capitalization of MT19937 in default argument val"
train,numpy__numpy-14209,"Unexpected behaviour by numpy.pad() with mode=""linear_ramp"" and uint dtypes in 1.17
Since 1.17 `nump"
train,numpy__numpy-14236,"Wrong capitalization on bitgenerator MT19937
Wrong capitalization of MT19937 in default argument val"
train,numpy__numpy-14310,"Weird behavior of structured_to_unstructured on non-trivial dtypes
With the following helpers:
```p"
train,numpy__numpy-14345,"Weird behavior of structured_to_unstructured on non-trivial dtypes
With the following helpers:
```p"
train,numpy__numpy-14346,"Weird behavior of structured_to_unstructured on non-trivial dtypes
With the following helpers:
```p"
train,numpy__numpy-14368,"`numpy.dtype()` issue warning when run python3 with `-b` switch
See [here](https://github.com/pandas"
train,numpy__numpy-14392,"np.around uses an inexact algorithm, not mentioned in docstring
I came across this from [this discus"
train,numpy__numpy-14433,"Unexpected behaviour by numpy.pad() with mode=""linear_ramp"" and uint dtypes in 1.17
Since 1.17 `nump"
train,numpy__numpy-14520,"Document whether numpy.split() works in place
It should be documented whether `numpy.split()` works "
train,numpy__numpy-14536,"doc: obsolete reference to NPY_OWNDATA
In `numpy/doc/source/reference/c-api.array.rst`, shouldn't it"
train,numpy__numpy-14540,"Missing .. versionadded in `prepend` parameter of np.diff
There is no versionadded tag for prepend o"
train,numpy__numpy-14620,"linspace floats
I'm not sure if it's a bug or intended behavior, but may it make sense to obtain the"
train,numpy__numpy-14621,"Minor typo in documentation for np.logical_and()
<!-- Please describe the issue in detail here, and "
train,numpy__numpy-14623,"np.sinc() documentation ""It works in 2-D as well"" looks misleading
The [documentation](https://docs."
train,numpy__numpy-14629,"polyfit reference: definition of 'residuals'
Returns:  
residuals, rank, singular_values, rcond :
Pr"
train,numpy__numpy-14634,"Add API documentation for np.distutils.core.Extension class
[The f2py docs mention](https://docs.sci"
train,numpy__numpy-14763,"Docs: is np.dtype.descr compatible with constructing a dtype?
The [reference docs for dtype.descr](h"
train,numpy__numpy-14799,"DOC: argmin, argmax, argort, etc. should link to `np.take_along_axis` in their documentation
In #607"
train,numpy__numpy-14882,"DEP: deprecate np.bool, np.int, np.float, np.long, np.str, np.unicode, and np.complex, which are mis"
train,numpy__numpy-14912,"Numpy FFTs return data types don't match input data types
<!-- Please describe the issue in detail h"
train,numpy__numpy-14932,"Doc improvement suggestions: list () and tolist () are very different.
numpy 1.15.4
python 3.7.1
"
train,numpy__numpy-14974,"distutils/misc_util.py Configuration settings lead to ImportError DLL load failed
When building NumP"
train,numpy__numpy-14993,"distutils/misc_util.py Configuration settings lead to ImportError DLL load failed
When building NumP"
train,numpy__numpy-15028,"[DOC] doc/source/conf.py contains usage of latex_preamble which was removed at Sphinx 1.6.1
I wanted"
train,numpy__numpy-15054,"DOC: add proper docstrings and documentation to refguide-check
`tools/refguide-check.py` needs work "
train,numpy__numpy-15124,"np.clip: change in precedence between minimum and maximum when maximum < minimum
Greetings!

First"
train,numpy__numpy-15189,"TST: Add the first test using hypothesis
This pull request adds the first test that uses hypothesis "
train,numpy__numpy-15223,"CI: shippable builds numpy twice
The Shippable CI currently appears to build Numpy twice: first in `"
train,numpy__numpy-15229,"Remove int_asbuffer
On python 3, `int_asbuffer`:

* Checks to see if dereferencing the address wou"
train,numpy__numpy-15406,"configuring numpy 1.16.5 fails on FreeBSD with OpenBlas
<!-- Please describe the issue in detail her"
train,numpy__numpy-15425,"dir(numpy) returns duplicate ""testing""
<!-- Please describe the issue in detail here, and fill in th"
train,numpy__numpy-15468,"np.linalg.svd with hermitian=True does not properly sort singular values
### Reproducing code exampl"
train,numpy__numpy-15483,"Squeeze array with one element returns an array with no shape
<!-- Please describe the issue in deta"
train,numpy__numpy-15672,"FIXME in `numpy/__init__.py` related to `numpy.lib` imports
There is a FIXME comment in `numpy/__ini"
train,numpy__numpy-15678,"DOC: docstring for numpy.finfo.eps is incorrect
The [docstring](https://github.com/numpy/numpy/blob/"
train,numpy__numpy-15685,"np.copy(masked array) has unexpected behavior
....where ""unexpected"" means _I_ didn't expect it.  Th"
train,numpy__numpy-15695,"ENH: Check for buggy Accelerate on MacOS
I recently began, digging deep into numpy, with the intenti"
train,numpy__numpy-15696,"PERF: Variance of complex array
```python
import sys
import numpy as np

print(sys.version)
# 3"
train,numpy__numpy-15920,DOC: misleading description in https://docs.scipy.org/doc/numpy-1.13.0/reference/generated/numpy.lin
train,numpy__numpy-15928,"BUG: np.copy does not work for nested np.arrays
I have a created a np.array which consists of two ot"
train,numpy__numpy-15938,"Building numpy on AIX (xlc and xlf)
<!-- Please describe the issue in detail here, and fill in the f"
train,numpy__numpy-15939,"documentation of rollaxis
Hi,

On the web page https://docs.scipy.org/doc/numpy/reference/generate"
train,numpy__numpy-15949,"BUG: MaskedArray with nested dtype and object elements cause AttributeError on access
When I create "
train,numpy__numpy-15991,BUG: Fix to ma.core for issue #15077 to correctly set min and max values for all float/complex dtype
train,numpy__numpy-15993,"DOC: numpy.ma.sort and copying behaviour
I started out thinking I've found a docbug but I'm becoming"
train,numpy__numpy-16022,"Do not warn when invalid values are masked in a MaskedArray
When doing a mathematical operation on a"
train,numpy__numpy-16080,"Einsum indexing very fragile, because it tests for int (and int64 is not int)
<!-- Please describe t"
train,numpy__numpy-16081,"np.left_shift and np.right_shift should infer types from second arg
<!-- Please describe the issue i"
train,numpy__numpy-16205,"BUG: f2py shell behavior
Creating an issue / bookmark for the recent report from @embray in #11937, "
train,numpy__numpy-16247,"AVX test failures for 32 bit manylinux1 wheels
See test [here](https://dev.azure.com/numpy/numpy/_bu"
train,numpy__numpy-16253,"Output of np.finfo is misleading
It appears to me that either the documentation of `np.finfo()` is s"
train,numpy__numpy-16273,"BUG: numpy.percentile output is not sorted
The output of `numpy.percentile` is not always sorted

"
train,numpy__numpy-16291,"DOC: Incorrect listing of `order` parameter in tobytes
The docstring for `tobytes` ([link to source]"
train,numpy__numpy-16295,"Numpy failing to install with python3.5
The new release of numpy fails to install when using python3"
train,numpy__numpy-16300,"DOC: missing references when using -n in sphinx-build
Started in #13104, turned into a tracking issu"
train,numpy__numpy-16301,"Numpy failing to install with python3.5
The new release of numpy fails to install when using python3"
train,numpy__numpy-16311,"np.ma.core.doc_note does not work correctly for indented docstrings
Given:
```python
class C:
   "
train,numpy__numpy-16332,"DOC: link to SciPy's multidimensional interpolation functions
<!-- Please describe the issue in deta"
train,numpy__numpy-16346,"Uninformative error message when trying to install using python<3.6
Because `setup.py` (lines [182]("
train,numpy__numpy-16349,"numpy.deprecate indentation question
This code has two functions marked as deprecated with `numpy.de"
train,numpy__numpy-16355,"Uninformative error message when trying to install using python<3.6
Because `setup.py` (lines [182]("
train,numpy__numpy-16356,"numpy.deprecate indentation question
This code has two functions marked as deprecated with `numpy.de"
train,numpy__numpy-16387,"Make ctypes completely optional on Windows
There are a couple of places where `ctypes` is presumed t"
train,numpy__numpy-16399,"Make ctypes completely optional on Windows
There are a couple of places where `ctypes` is presumed t"
train,numpy__numpy-16408,"DOC,BLD: Switch to `xelatex` engine for latex docs?
When building the latex/pdf version of the docum"
train,numpy__numpy-16412,"DOC,BLD: Switch to `xelatex` engine for latex docs?
When building the latex/pdf version of the docum"
train,numpy__numpy-16476,"Support `norm=""unnormalized""` for FFT functions?
I tried searching in the issue tracker here but did"
train,numpy__numpy-16627,"DOC: Update language on numpy.squeeze
In the [numpy.squeeze](https://numpy.org/doc/stable/reference/"
train,numpy__numpy-16643,"Docs link is outdated on PyPI
https://github.com/numpy/numpy/blob/1d598997543637b9882d1663117b573210"
train,numpy__numpy-16644,"full works on lists but with very bad performance
When you pass a python list to full, it actually w"
train,numpy__numpy-16650,"genfromtxt won't unpack if dtype=None
Not sure if this is a bug or a feature but if I use:

```
f_da"
train,numpy__numpy-16654,"Docs link is outdated on PyPI
https://github.com/numpy/numpy/blob/1d598997543637b9882d1663117b573210"
train,numpy__numpy-16675,"recarray fromfile doesn't support file like objects (Trac #1911)
_Original ticket http://projects.sc"
train,numpy__numpy-16690,"Improperly-formatted docstring for numpy.lib.format.descr_to_dtype
The docstring for `numpy.lib.form"
train,numpy__numpy-16708,"BUG: non-numeric kernel_version on the OVH platform
<!-- Please describe the issue in detail here, a"
train,numpy__numpy-16714,"BUG: non-numeric kernel_version on the OVH platform
<!-- Please describe the issue in detail here, a"
train,numpy__numpy-16730,"f2py undefined symbol with PGI fortran compiler and MPI calls
<!-- Please describe the issue in deta"
train,numpy__numpy-16789,"Build Failure on Windows, Python 3.6 GCC Compilers: UnicodeDecodeError.
updating to the latest maste"
train,numpy__numpy-16811,"DOC: as*array functions incorrectly describe the order kwarg
All of the functions such as `np.asanya"
train,numpy__numpy-16815,"BUG: mgrid result sensitive to data type
Using `np.mgrid' depends on slice dtype

### Reproducing "
train,numpy__numpy-16821,"Document ndindex(shape)
This usage of `ndindex`:
```
>>> list(np.ndindex((3,2)))
[(0, 0), (0, 1),"
train,numpy__numpy-16835,"Passing datetime64 to `isclose` or `allclose` raises TypeError
When passing datetime64 arrays to `is"
train,numpy__numpy-16855,"BUG: wrong or typo in signature for np.fromiter
gen = (0 for _ in range(3)
np.fromiter(iterable=gen"
train,numpy__numpy-16878,"Possible wrong polyfit documentation 
<!-- Please describe the issue in detail here, and fill in the"
train,numpy__numpy-16879,"MAINT: ignore `.hypothesis/`
<!-- Please be sure you are following the instructions in the dev guide"
train,numpy__numpy-16907,"DOC: Update fill_diagonal docstring
The current parameter description for `fill_diagonal` states tha"
train,numpy__numpy-16919,"ufunc doc not in html build ? 
It seem the docstring of ""ufunc"" is not in the html build of the docs"
train,numpy__numpy-16950,"irfft/irfft2/irfftn docs are slightly confusing re: input type.
As of numpy 1.17, the docs for fft.i"
train,numpy__numpy-16953,"Chain exceptions where appropriate
Picking up from #15731, there are many places in numpy where we d"
train,numpy__numpy-16962,"Chain exceptions where appropriate
Picking up from #15731, there are many places in numpy where we d"
train,numpy__numpy-16987,"Parameterize unwrap to allow for different ranges (not just -pi, pi)
The idea would be to make unwra"
train,numpy__numpy-16998,"MAINT: ignore `.hypothesis/`
<!-- Please be sure you are following the instructions in the dev guide"
train,numpy__numpy-17039,"Ambiguous documentation example for `array_split`
<!-- Please describe the issue in detail here, and"
train,numpy__numpy-17053,"BUG: Typo in `numpy.polydiv`
https://github.com/numpy/numpy/blob/92ebe1e9a6aeb47a881a1226b0821817577"
train,numpy__numpy-17141,"Remove `array_{repr,str}_builtin` functions from strfuncs.c
Those two functions depend on the `dump_"
train,numpy__numpy-17344,"Support for the NVIDIA HPC SDK fortran compiler
<!-- Please describe the issue in detail here, and f"
train,numpy__numpy-17377,"Can't pickle UFuncTypeError
numpy 1.18.4-py38h8854b6b_0 (conda-forge)
Linux x64

```python
impor"
train,numpy__numpy-17394,"Suggestion: Sliding Window Function
Using `np.lib.stride_tricks.as_stride` one can very efficiently "
train,numpy__numpy-17446,"update PyPI classifiers to not install with unsupported Python versions
Right now if you do `pip-3.9"
train,numpy__numpy-17456,"dtype control for corrcoef
## Feature

I am computing a cross-correlation matrix of 150K * 150K ma"
train,numpy__numpy-17492,"Core: Convolve and Correlate mode check in core/numeric.py
<!-- Please describe the issue in detail "
train,numpy__numpy-17522,"Support for the NVIDIA HPC SDK fortran compiler
<!-- Please describe the issue in detail here, and f"
train,numpy__numpy-17546,"Increased output when running f2py (possibly due to SIMD detection code)
In NumPy 1.20, when compili"
train,numpy__numpy-17636,"Numpy logo in new theme links to an undesirable page
It goes to https://numpy.org/devdocs/contents.h"
train,numpy__numpy-17736,"SIMD: The --cpu-baseline is not correctly configured in benchmark system.
I'm trying to use the newe"
train,numpy__numpy-17748,"Condition comparing incompatible types in ""numpy.distutils.system_info.libpaths""
Hello,

While ana"
train,numpy__numpy-17776,"Newer versions of pytest are failing because of multiple hypothesis imports.
The CI tests fail for n"
train,numpy__numpy-17812,"bad example for `np.linalg.solve`
with all respect, I think the example given in https://github.com/"
train,numpy__numpy-17886,"BUG: Wrong version in nightly wheels / pip 0.20.3 + python 3.9
Not sure if NumPy or pip is to blame "
train,numpy__numpy-17919,"Can't pickle UFuncTypeError
numpy 1.18.4-py38h8854b6b_0 (conda-forge)
Linux x64

```python
impor"
train,numpy__numpy-17955,"Non sensical `fill_value: {var}` in masked array

The following thing introduced by 61f9f6d0fb169ca"
train,numpy__numpy-17974,"BUG: Avoid f-strings in `setup.py`?
This is a very simple and small fix, but we should probably avoi"
train,numpy__numpy-18070,"unique and NaN entries (Trac #1514)
_Original ticket http://projects.scipy.org/numpy/ticket/1514 on "
train,numpy__numpy-18100,"CCompilerOpt.new_ccompiler_opt calls generate_dispatch_header on NumPy install directory
<!-- Please"
train,numpy__numpy-18108,"CCompilerOpt.new_ccompiler_opt calls generate_dispatch_header on NumPy install directory
<!-- Please"
train,numpy__numpy-18118,"BUG: Building with vs2019 fails in SIMD dispatch code
Building latest HEAD with Visual Studio 14.22."
train,numpy__numpy-18146,"BUG: Building with vs2019 fails in SIMD dispatch code
Building latest HEAD with Visual Studio 14.22."
train,numpy__numpy-18176,"Improve performance of tril_indices and triu_indices
<!-- Please describe the issue in detail here, "
train,numpy__numpy-18180,"TestF77Callback::test_all[t] fails: fatal error: threads.h: No such file or directory
<!-- Please de"
train,numpy__numpy-18181,"f2py: external functions declared in single line don't work
External functions (e.g. #14919 or https"
train,numpy__numpy-18184,"f2py: assumed shape array arguments break callback functionality
Using f2py on subroutines that take"
train,numpy__numpy-18191,"mypy --strict error when importing numpy.typing
`mypy --strict` disables `implicit_reexport`. Conseq"
train,numpy__numpy-18293,"np.unicode aliased to np.compat.long
It appears a bug was introduced in numpy when deprecating type "
train,numpy__numpy-18310,"np.unicode aliased to np.compat.long
It appears a bug was introduced in numpy when deprecating type "
train,numpy__numpy-18339,"DOC: Add extended documentation of '@' operator,
@rgommers 

>Another idea, from the ""deprecate np"
train,numpy__numpy-18350,"f2py (1.20) drops definition`typedef signed char signed_char;` for callbacks in some circumstances
<"
train,numpy__numpy-18351,"f2py (1.20) drops definition`typedef signed char signed_char;` for callbacks in some circumstances
<"
train,numpy__numpy-18354,"f2py: assumed shape array arguments break callback functionality
Using f2py on subroutines that take"
train,numpy__numpy-18357,"TestF77Callback::test_all[t] fails: fatal error: threads.h: No such file or directory
<!-- Please de"
train,numpy__numpy-18361,"Unnecessary copying of read-only arrays negates benefit of BLAS saxpy
BLAS saxpy provides a substant"
train,numpy__numpy-18369,"np.in1d bug on the object array
The `np.in1d`  method (Numpy 1.19.1, Python 3.8.3) makes some errors"
train,numpy__numpy-18375,"f2py (1.20) causes segmentation fault when calling callback function
<!-- Please describe the issue "
train,numpy__numpy-18405,"DOC: Mention `scipy.signal.correlate` and FFT method in `np.correlate`
## Documentation

[`numpy.c"
train,numpy__numpy-18415,"f2py with ""associate"" <-> ""end associate""
f2py break with functions/subroutines containing associate"
train,numpy__numpy-18416,"f2py fortran parsing fails in case commented line present in parameter list
A simple piece of valid "
train,numpy__numpy-18629,"floatmode=unique sometimes giving wrong rounding
Let `a` be a special float64:
```python
In [26]: "
train,numpy__numpy-18630,"Improve documentation of numpy.rint()
## Documentation

The difference between `numpy.around()` an"
train,numpy__numpy-18634,"BUG: np.random: Use log1p to improve precision
This reduces the number of cases when floating point "
train,numpy__numpy-18695,"Error when parsing fortran code with abstract interface
f2py appears to be missing support for abstr"
train,numpy__numpy-18759,"BUG: F2Py Invalid read in `string_from_pyobj`
In this chunk of code:

https://github.com/numpy/num"
train,numpy__numpy-18831,"BUG: percentile accepts nan percentile values for q
<!-- Please describe the issue in detail here, a"
train,numpy__numpy-18843,"np.isreal(None) is True
<!-- Please describe the issue in detail here, and fill in the fields below "
train,numpy__numpy-18906,"The PCG implementation provided by Numpy has significant, dangerous self-correlation
The PCG generat"
train,numpy__numpy-18911,"Wheel building with CPU optimization flag error
Building NumPy python wheel reports error in the end"
train,numpy__numpy-18956,"Copyright “The SciPy community”
## Documentation

1. the copyright refers to the ""SciPy"" community"
train,numpy__numpy-18957,"DOC: Improve datetime64 docs?
- List the inputs forms accepted by the constructor: Right now I think"
train,numpy__numpy-18960,"ma.average ignores masked weights
The np.ma.average function ignores masked weights. Averaging a mas"
train,numpy__numpy-18961,"numpy.isrealobj('a string') is True !
<!-- Please describe the issue in detail here, and fill in the"
train,numpy__numpy-18972,"Script to generate contributor list for release note should pick up co-authors
Example commit: https"
train,numpy__numpy-19036,"Switch from imgmath to mathjax
For html doc builds we currently need to have LaTeX installed, which "
train,numpy__numpy-19083,"DLPack support for NumPy
## Feature
### Motivation
Currently, any library which needs to exchange "
train,numpy__numpy-19087,"TypeError: savez() got multiple values for keyword argument 'file'
savez consumes the 'file' paramet"
train,numpy__numpy-19089,"Documentation of histogram2d
I think the examples in the documentation of [numpy.histogram2d()](http"
train,numpy__numpy-19090,"LGTM alerts . 
I notice that there are still a fair number LGTM alerts, many of which look pretty si"
train,numpy__numpy-19098,"CPU feature detection is broken/incorrect when using Intel compilers 2021 update 2
When compiling nu"
train,numpy__numpy-19102,"LGTM alerts . 
I notice that there are still a fair number LGTM alerts, many of which look pretty si"
train,numpy__numpy-19110,"`np.asarray` defaults to `order='K'`, not `'C'`, as docstring suggests
## Documentation

Docstring"
train,numpy__numpy-19131,"DOC: triu/tril behavior on N-D arrays with N > 2
From the docs it is unclear that `triu` and `tril` "
train,numpy__numpy-19142,"Did `numpy.version.short_version` disappear in version 1.21 RC ?
I noticed the attribute `numpy.vers"
train,numpy__numpy-19144,"Did `numpy.version.short_version` disappear in version 1.21 RC ?
I noticed the attribute `numpy.vers"
train,numpy__numpy-19151,"Vectorize np.linalg.qr
<!-- Please describe the issue in detail here, and fill in the fields below -"
train,numpy__numpy-19238,"Switch from imgmath to mathjax
For html doc builds we currently need to have LaTeX installed, which "
train,numpy__numpy-19244,"Assigment to np.ma.masked_array ignores mask in index
Assignments like a[a>=3] = 5 dont handle maske"
train,numpy__numpy-19355,"ENH: Expose `bit_count` ufunc equivalent to the scalar methods
Modern CPUs have a builtin [popcount]"
train,numpy__numpy-19388,"f2py - f90-style character array definition with character(len=n) fails
<!-- Please describe the iss"
train,numpy__numpy-19545,"DOC: Clarify that `np.array` can be 0-dimensional
## Documentation


From the docstring of `np.ar"
train,numpy__numpy-19566,"DOC: duplicate docstrings in numpy/core/_add_newdocs.py and numpy/core/multiarray.py
## Documentatio"
train,numpy__numpy-19613,"isclose accepts bool inputs although the docs state it shouldn't
## Documentation

The docstring o"
train,numpy__numpy-19627,"`np.vectorize` doesn't ignore white space in `signature`
<!-- Please describe the issue in detail he"
train,numpy__numpy-19642,"distutils/ccompiler_opt.py: Werror is silently disabled
The compiler options are specified as three "
train,numpy__numpy-19645,"DOC,DISCUSS: Reorganizing documentation development and contribution docs
We have multiple documents"
train,numpy__numpy-19654,"BUG: `runtest.py` fails with a `KeyError`
Since the merging of https://github.com/numpy/numpy/pull/1"
train,numpy__numpy-19656,"distutils/ccompiler_opt.py: Werror is silently disabled
The compiler options are specified as three "
train,numpy__numpy-19661,"BUG: `runtest.py` fails with a `KeyError`
Since the merging of https://github.com/numpy/numpy/pull/1"
train,numpy__numpy-19736,"REG: inconsistency in masked arrays with boolean array addressing
Initial discovery: https://github."
train,numpy__numpy-19764,"`np.around` fails when using `doctest`
<!-- Please describe the issue in detail here, and fill in th"
train,numpy__numpy-19766,"np.around's footnote [2] is not referenced.
The second reference appears to not be used. If it's not"
train,numpy__numpy-19775,"f2py dead code elimination
## Documentation

<!-- If this is an issue with the current documentati"
train,numpy__numpy-19805,"f2py incorrectly translate dimension declaration
Consider n being an integer and a() is an array The"
train,numpy__numpy-19893,"f2py Documentation typo(s)
## Documentation

<!-- If this is an issue with the current documentati"
train,numpy__numpy-19902,"Refguide chokes on `upcoming_changes`
<!-- Please describe the issue in detail here, and fill in the"
train,numpy__numpy-19905,"DOC: Formatting of Polynomial.fit return values description
## Documentation

<!-- If this is an i"
train,numpy__numpy-19958,"Ufuncs are incompatible with jedi since v1.20.0
Since NumPy version 1.20 [jedi](https://github.com/d"
train,numpy__numpy-20007,"DOC: Old scripted effort to generate C-API documentation with Doxygen
Recently, I found a script in "
train,numpy__numpy-20182,"DOC: F2PY and Build Systems
### Issue with current documentation:

There are several examples of usi"
train,numpy__numpy-20243,"DOC: https://numpy.org/doc/stable/reference/routines.math.html
There are inconsistencies in the shor"
train,numpy__numpy-20246,"DOC: `divide` vs. `true_divide`
### Issue with current documentation:

Currently, the docstrings o"
train,numpy__numpy-20267,"BUG: np.roll tuple in shift argument
### Describe the issue:

Np.roll shifts the vectors by same amo"
train,numpy__numpy-20325,"DOC: linear interpolation of percentile ""inclusive"" alias does not exist
### Issue with current docu"
train,numpy__numpy-20344,"BUG: Error when importing NumPy main (No module named 'numpy.core._multiarray_umath')
### Describe t"
train,numpy__numpy-20386,"BUG: removal of `mask` copy code may have broken matplotlib test
A matplotlib test may have been bro"
train,numpy__numpy-20404,"BUG: numpy/1.21.4, python3.10-dbg Aborted when running f2py/tests/test_return_integer.py::TestF77Ret"
train,numpy__numpy-20420,"BUG: numpy/1.21.4, python3.10-dbg Aborted when running f2py/tests/test_return_integer.py::TestF77Ret"
train,numpy__numpy-20446,"numpy.info interacts poorly with sys.stdout overrides
`numpy.info` uses `sys.stdout` as a default pa"
train,numpy__numpy-20497,"BUG: numpy/1.21.4, python3.10-dbg Aborted when running f2py/tests/test_return_integer.py::TestF77Ret"
train,numpy__numpy-20499,"BUG: calling .T on an Array API array returns a numpy.ndarray
### Describe the issue:

calling .T "
train,numpy__numpy-20502,"BUG: calling .T on an Array API array returns a numpy.ndarray
### Describe the issue:

calling .T "
train,numpy__numpy-20505,"DOC: The np.ma.average documentation does not account for cases where weights contain np.nan.
### Is"
train,numpy__numpy-20650,"distutils MSVC: CCompiler_spawn() got an unexpected keyword argument 'env'
In the words of @jaraco, "
train,numpy__numpy-20659,"Why can't numpy.cross produce correct answer for multi-dimensional arrays?
```
import numpy as np
"
train,numpy__numpy-20666,"DOC: Undocumented F2PY command line arguments
### Issue with current documentation:

It turns out th"
train,numpy__numpy-20721,"BUG: [Regression 1.21.4 -> 1.22.0] f2py infers integers incorrectly from shape `(-(nterms):nterms,nv"
train,numpy__numpy-20724,"BUG: [Regression 1.21.4 -> 1.22.0] f2py infers integers incorrectly from shape `(-(nterms):nterms,nv"
train,numpy__numpy-20745,"Provide hooks freezing with for PyInstaller?
PyInstaller maintainer here.

PyInstaller includes a "
train,numpy__numpy-20759,"test failures for setuptools >= 60.0
### Describe the issue:

`numpy` test suite is failing with err"
train,numpy__numpy-20762,"BUG: In `numpy.array_api`, divide and pow related functions/methods do not accept integer arrays
The"
train,numpy__numpy-20786,"New build warnings for SciPy doc build due to `f2py` changes in 1.22.0
We are getting doc build warn"
train,numpy__numpy-20788,"BUG: `numpy.array_api.argsort(stable=True, descending=True)` does not respect relative order 
The im"
train,numpy__numpy-20795,"test failures for setuptools >= 60.0
### Describe the issue:

`numpy` test suite is failing with err"
train,numpy__numpy-20796,"New build warnings for SciPy doc build due to `f2py` changes in 1.22.0
We are getting doc build warn"
train,numpy__numpy-20806,"BUG: `numpy.array_api.argsort(stable=True, descending=True)` does not respect relative order 
The im"
train,numpy__numpy-20807,"BUG: In `numpy.array_api`, divide and pow related functions/methods do not accept integer arrays
The"
train,numpy__numpy-20810,"Mask hardness is not well defined
## Documentation

In the `MaskedArray` documentation, [handling "
train,numpy__numpy-20883,"BUG: `np.array_api.can_cast()` should not follow `np.can_cast()` behaviour
`np.array_api.can_cast()`"
train,numpy__numpy-20914,"DOC: The documentation of numpy.ma.mean refers to numpy.mean which has different dtype behavior
### "
train,numpy__numpy-20934,"BUG: AttributeError: 'Extension' object has no attribute 'extra_c_compile_args'
### Describe the iss"
train,numpy__numpy-20937,"BUG: AttributeError: 'Extension' object has no attribute 'extra_c_compile_args'
### Describe the iss"
train,numpy__numpy-20972,"numpy.arange() returning np.int64 could be flagged as an additional difference vs. range()
## Docume"
train,numpy__numpy-20974,"DOC: `hsplit` doc does not include special case for 1-D arrays
### Issue with current documentation:"
train,numpy__numpy-21015,"Documentation of arange - format inconsistency with the rest of the documentation?
## Documentation"
train,numpy__numpy-21027,"BUG: Failed to build numpy on Android
### Describe the issue:

- https://github.com/termux/termux-"
train,numpy__numpy-21084,"BUG: ""Non-standard"" vector-norms of 1-D arrays in norm() always return float64 dtype
### Describe th"
train,numpy__numpy-21141,"BUG: Failed to build numpy on Android
### Describe the issue:

- https://github.com/termux/termux-"
train,numpy__numpy-21151,"`np.dytpe(""ulong"")` is missing
It appears that NumPy doesn't define a scalar type `numpy.ulong`. Thi"
train,numpy__numpy-21187,"Deterministic F2PY output generation
@rgommers This is a bit of a tricky situation. The best we can "
train,numpy__numpy-21201,"DOC: typo on website for numpy.argpartition
### Issue with current documentation:

I believe that th"
train,numpy__numpy-21205,"BUG: f2py cannot read in customised f2cmap file 
### Describe the issue:

F2PY cannot read in user"
train,numpy__numpy-21251,"`np.ma.masked_all` doesn't expect type 'int'
**Background:**
`np.ma.masked_all` accepts `int` type "
train,numpy__numpy-21253,"DOC: update numpy.polynomial.legendre.leg2poly (AttributeError in Examples)
### Issue with current d"
train,numpy__numpy-21256,"BUG: [Regression 1.21.4 -> 1.22.0] f2py cannot handle negative bounds as arguments anymore
### Descr"
train,numpy__numpy-21306,"BUG: numpy build fails with gcc version 4.9.2
### Describe the issue:

Numpy fails to build with gcc"
train,numpy__numpy-21377,"BUG: `array_api` arrays should support newaxis
### Describe the issue:

The Array API spec recentl"
train,numpy__numpy-21448,"BUG: numpy build fails with gcc version 4.9.2
### Describe the issue:

Numpy fails to build with gcc"
train,numpy__numpy-21491,"DOC: Sidebars are not pinned on the numpy docs site 
### Issue with current documentation:

At https"
train,numpy__numpy-21512,"DOC: Sidebars are not pinned on the numpy docs site 
### Issue with current documentation:

At https"
train,numpy__numpy-21558,"Clean up all old references/checks of unsupported Python versions (3.7, 3.6, etc.)
There are a lot o"
train,numpy__numpy-21566,"BUG: recfunctions and names
@eric-wieser suggested this may be an issue based on the doctest failure"
train,numpy__numpy-21630,"BLD: numpy-1.23.0rc1 wheels cannot be used to build scipy
Continuation of #21360, related to #20880"
